Date,R1_SRP,R1_TP,R1_TDP,H1_SRP,H1_TP,H1_TDP
2006-04-27,2219.393202,5796.504947,2731.985977,1518.219106,3908.515008,2160.080461
2006-04-28,2227.356282,5828.054622,2741.758471,1521.128077,3918.256401,2164.975483
2006-04-29,2233.793302,5848.046994,2749.409167,1523.918108,3927.599496,2169.67036
2006-04-30,2239.693373,5861.890223,2756.21921,1525.999563,3932.97136,2172.863825
2006-05-01,2243.336009,5870.436875,2760.423653,1529.0516,3940.848123,2177.546402
2006-05-02,2247.499056,5880.204557,2765.22877,1535.315977,3957.015366,2187.157501
2006-05-03,2251.899182,5890.528494,2770.307531,1545.663072,3983.719374,2203.032496
2006-05-04,2255.605034,5899.22347,2774.58494,1556.168135,4010.831072,2219.149853
2006-05-05,2258.978843,5907.139376,2778.479093,1563.795015,4030.51469,2230.851367
2006-05-06,2260.966909,5913.837284,2781.422897,1569.279079,4044.668082,2239.265273
2006-05-07,2262.761475,5919.88328,2784.080179,1572.787447,4055.203507,2244.981851
2006-05-08,2264.877531,5927.012395,2787.213503,1575.800155,4064.250491,2249.890791
2006-05-09,2266.51721,5932.536567,2789.641438,1578.59202,4072.634296,2254.439889
2006-05-10,2268.433705,5938.99335,2792.479265,1581.282121,4080.712512,2258.823172
2006-05-11,2270.291888,5945.253674,2795.230746,1582.349508,4083.917812,2260.562384
2006-05-12,2272.240602,5951.819003,2798.11628,1582.802585,4085.278376,2261.300633
2006-05-13,2276.885558,5964.97126,2804.601366,1583.734872,4088.077978,2262.819712
2006-05-14,2281.046488,5974.20156,2810.009212,1591.167427,4110.397504,2274.930405
2006-05-15,2294.202611,6003.386133,2827.107867,1599.043853,4134.049947,2287.764346
2006-05-16,2306.511983,6030.692336,2843.106021,1603.645858,4148.923023,2295.661365
2006-05-17,2315.111537,6049.768955,2854.282628,1605.962118,4157.596195,2300.085118
2006-05-18,2326.349099,6074.697533,2868.887781,1607.77912,4164.399909,2303.555354
2006-05-19,2333.677348,6090.953981,2878.412107,1609.345107,4170.263705,2306.546185
2006-05-20,2338.333285,6101.537336,2884.187432,1610.915949,4176.145681,2309.546288
2006-05-21,2344.751448,6116.511461,2891.732024,1614.755256,4190.521861,2316.878863
2006-05-22,2349.906035,6128.537555,2897.791275,1618.832847,4205.79029,2324.666529
2006-05-23,2368.534397,6171.999122,2919.689034,1623.701208,4224.019733,2333.964461
2006-05-24,2380.59937,6200.147739,2933.871488,1629.166892,4244.485838,2344.403203
2006-05-25,2392.540205,6228.006732,2947.908017,1634.030097,4262.695978,2353.691289
2006-05-26,2399.520755,6244.292954,2956.113698,1639.293977,4282.406431,2363.744611
2006-05-27,2407.227505,6262.27346,2965.173031,1642.871969,4295.804124,2370.578107
2006-05-28,2420.158423,6293.645857,2981.298375,1645.577665,4305.935527,2375.745632
2006-05-29,2430.682325,6319.178459,2994.422078,1648.953268,4317.783841,2380.975847
2006-05-30,2438.057586,6337.071974,3003.619306,1652.671929,4330.518719,2386.249449
2006-05-31,2443.868424,6351.16996,3010.865641,1656.766203,4344.539915,2392.055726
2006-06-01,2460.087578,6390.520121,3031.091539,1662.409264,4363.865071,2400.058409
2006-06-02,2534.97057,6572.197765,3124.473456,1667.259133,4380.473869,2406.936229
2006-06-03,2545.320263,6597.30771,3137.379914,1671.678775,4395.60932,2413.203926
2006-06-04,2546.925186,6602.920653,3140.016257,1675.965257,4410.288749,2419.282781
2006-06-05,2547.947268,6606.495213,3141.695192,1679.530077,4422.496786,2424.338216
2006-06-06,2548.828631,6609.577628,3143.142971,1682.985275,4434.329413,2429.23819
2006-06-07,2549.641539,6612.420636,3144.478304,1686.51024,4446.400963,2434.237104
2006-06-08,2551.331124,6618.329672,3147.253719,1690.034169,4458.468964,2439.234549
2006-06-09,2552.784249,6623.41173,3149.64071,1695.057544,4475.671951,2446.358427
2006-06-10,2553.712575,6626.658392,3151.165635,1701.090126,4490.53615,2454.6216
2006-06-11,2554.540793,6630.459149,3152.56294,1709.293922,4510.750188,2465.858807
2006-06-12,2555.546477,6635.074318,3154.259654,1717.97418,4532.138224,2477.748653
2006-06-13,2556.4279,6639.11924,3155.746723,1725.232279,4550.022078,2487.690486
2006-06-14,2557.272582,6642.995554,3157.171806,1730.787783,4563.710763,2495.300178
2006-06-15,2558.040769,6646.520825,3158.467832,1735.251893,4574.71027,2501.414925
2006-06-16,2558.830974,6650.147139,3159.801005,1739.408804,4584.952839,2507.108883
2006-06-17,2560.486855,6657.746115,3162.594682,1754.724397,4622.690249,2528.087527
2006-06-18,2564.120157,6674.41963,3168.72451,1771.327885,4663.858223,2551.147197
2006-06-19,2568.493359,6689.912188,3175.866781,1785.625908,4699.575191,2571.331878
2006-06-20,2570.622807,6695.712141,3179.254699,1797.489617,4729.211159,2588.080012
2006-06-21,2572.348343,6700.411964,3181.999999,1805.787946,4749.940679,2599.794857
2006-06-22,2573.500586,6703.550315,3183.833199,1811.755776,4764.84853,2608.21971
2006-06-23,2574.502225,6706.278469,3185.426791,1816.620551,4777.000911,2615.087369
2006-06-24,2575.310607,6708.48025,3186.712914,1820.466132,4786.60731,2620.51622
2006-06-25,2576.225986,6710.973457,3188.169267,1823.960229,4795.335687,2625.448875
2006-06-26,2578.109759,6716.10427,3191.166321,1826.813538,4802.463354,2629.476924
2006-06-27,2579.682821,6720.388799,3193.669036,1829.253507,4808.558484,2632.921456
2006-06-28,2580.602478,6722.89366,3195.132196,1831.782598,4814.876242,2636.491802
2006-06-29,2581.487529,6725.304265,3196.540299,1833.928946,4820.237896,2639.521826
2006-06-30,2582.186874,6727.209062,3197.652946,1835.664584,4824.573583,2641.972047
2006-07-01,2582.461124,6727.956034,3198.089273,1837.559889,4829.308121,2644.64767
2006-07-02,2582.637474,6728.436355,3198.369842,1839.302008,4833.659996,2647.10704
2006-07-03,2582.987973,6729.454879,3198.925774,1840.735759,4837.241557,2649.131082
2006-07-04,2583.482594,6730.892211,3199.7103,1842.338499,4841.245259,2651.393689
2006-07-05,2583.905582,6732.121384,3200.381209,1843.776636,4844.837775,2653.423923
2006-07-06,2584.266616,6733.170522,3200.953851,1845.095883,4848.133301,2655.286318
2006-07-07,2584.826356,6734.797083,3201.841662,1846.335292,4851.229389,2657.036006
2006-07-08,2585.136515,6735.698383,3202.333611,1847.561723,4854.293059,2658.767374
2006-07-09,2585.550305,6736.900825,3202.989929,1848.755662,4857.27556,2660.45287
2006-07-10,2586.035076,6738.309535,3203.758832,1849.964723,4860.295836,2662.159715
2006-07-11,2586.671945,6740.160229,3204.76898,1852.983761,4866.721797,2666.071772
2006-07-12,2587.062671,6741.29565,3205.388717,1857.011737,4874.858401,2671.15418
2006-07-13,2587.534135,6742.665689,3206.136513,1861.162674,4883.243391,2676.391739
2006-07-14,2587.864759,6743.626457,3206.660921,1864.978143,4890.950727,2681.206011
2006-07-15,2587.999777,6744.018809,3206.875075,1869.020591,4899.116566,2686.306679
2006-07-16,2588.377264,6745.11576,3207.473814,1873.251808,4907.663724,2691.645533
2006-07-17,2588.613951,6745.803554,3207.849226,1876.331521,4913.884815,2695.531445
2006-07-18,2588.746102,6746.187576,3208.058833,1879.299737,4919.880679,2699.276671
2006-07-19,2588.965215,6746.8243,3208.406371,1881.656606,4924.641611,2702.250516
2006-07-20,2589.207365,6747.527971,3208.790449,1884.236342,4929.852736,2705.505567
2006-07-21,2589.446482,6748.222828,3209.169717,1886.276509,4933.973923,2708.079805
2006-07-22,2589.529988,6748.465488,3209.302166,1889.022211,4939.520304,2711.544269
2006-07-23,2589.543688,6748.508571,3209.322643,1891.966561,4945.467959,2715.259382
2006-07-24,2589.675617,6748.961134,3209.505373,1895.192896,4951.985231,2719.330298
2006-07-25,2589.81659,6749.444721,3209.700631,1897.391552,4956.426568,2722.104513
2006-07-26,2589.924854,6749.816105,3209.850584,1899.871102,4961.435316,2725.233152
2006-07-27,2590.02466,6750.158478,3209.988823,1902.515719,4966.777504,2728.57007
2006-07-28,2590.151909,6750.594987,3210.165071,1905.350052,4972.502924,2732.146368
2006-07-29,2590.340131,6751.240654,3210.425771,1909.662651,4981.214474,2737.587907
2006-07-30,2590.576808,6752.052542,3210.753586,1914.235158,4990.451045,2743.357392
2006-07-31,2590.733742,6752.59088,3210.97095,1918.337118,4998.737099,2748.533152
2006-08-01,2590.92206,6753.236877,3211.231783,1921.638385,5006.831891,2752.68549
2006-08-02,2591.045255,6753.659481,3211.402417,1923.557387,5012.857594,2755.087063
2006-08-03,2591.168182,6754.081163,3211.572679,1925.314754,5018.37576,2757.286355
2006-08-04,2591.279816,6754.46411,3211.727301,1927.195243,5024.280534,2759.639731
2006-08-05,2591.380159,6754.808322,3211.866283,1928.781021,5029.259907,2761.624285
2006-08-06,2591.46921,6755.113798,3211.989624,1930.282601,5033.974899,2763.503467
2006-08-07,2591.546969,6755.38054,3212.097326,1932.023432,5039.441141,2765.682065
2006-08-08,2591.613436,6755.608546,3212.189388,1933.924433,5045.410322,2768.06111
2006-08-09,2591.668612,6755.797817,3212.26581,1934.785377,5048.113703,2769.138556
2006-08-10,2591.716903,6755.963472,3212.332696,1934.806168,5048.178987,2769.164575
2006-08-11,2591.816192,6756.304069,3212.470218,1936.209658,5052.585972,2770.921001
2006-08-12,2591.90626,6756.613034,3212.594968,1938.742569,5060.539362,2774.090863
2006-08-13,2591.986421,6756.888017,3212.705998,1941.358941,5068.754819,2777.365173
2006-08-14,2592.017316,6756.993996,3212.748789,1943.308797,5074.877406,2779.80536
2006-08-15,2592.081375,6757.213741,3212.837515,1944.742299,5079.37863,2781.599344
2006-08-16,2592.120145,6757.346738,3212.891215,1946.062016,5083.522568,2783.250931
2006-08-17,2592.128714,6757.376133,3212.903084,1946.778925,5085.773675,2784.14812
2006-08-18,2592.158767,6757.479225,3212.944709,1947.144245,5086.920786,2784.605307
2006-08-19,2592.169595,6757.516369,3212.959706,1947.622839,5088.423583,2785.204254
2006-08-20,2592.183244,6757.563188,3212.978611,1948.091681,5089.895754,2785.790995
2006-08-21,2592.223777,6757.702232,3213.034752,1948.484591,5091.129499,2786.28271
2006-08-22,2592.229403,6757.721531,3213.042544,1948.829438,5092.212325,2786.714275
2006-08-23,2592.287297,6757.856226,3213.11401,1949.809038,5096.323975,2788.044893
2006-08-24,2592.296995,6757.875106,3213.125479,1950.528919,5099.34551,2789.022726
2006-08-25,2592.32277,6757.925282,3213.155959,1951.023161,5101.419978,2789.694068
2006-08-26,2592.3522,6757.982574,3213.190763,1951.4174,5103.074709,2790.229574
2006-08-27,2592.407803,6758.090815,3213.256517,1951.746921,5104.457799,2790.677171
2006-08-28,2592.504826,6758.279689,3213.371254,1952.054267,5105.747812,2791.094647
2006-08-29,2593.17163,6759.577751,3214.1598,1952.338706,5106.941681,2791.481008
2006-08-30,2593.740453,6760.685072,3214.832474,1953.843671,5113.258429,2793.525242
2006-08-31,2594.268938,6761.713869,3215.457447,1955.25918,5119.199703,2795.447965
2006-09-01,2594.355478,6761.882337,3215.559787,1956.087389,5122.675926,2796.572945
2006-09-02,2594.54129,6762.244056,3215.779524,1956.796263,5125.651259,2797.535826
2006-09-03,2594.751697,6762.653653,3216.028345,1957.409243,5128.224107,2798.368454
2006-09-04,2594.770082,6762.689443,3216.050087,1957.993533,5130.676528,2799.16211
2006-09-05,2594.821656,6762.789841,3216.111077,1958.532576,5132.939041,2799.894307
2006-09-06,2595.197753,6763.521986,3216.55584,1959.037916,5135.060088,2800.580723
2006-09-07,2595.208554,6763.543012,3216.568612,1959.492022,5136.966095,2801.197547
2006-09-08,2595.219547,6763.564411,3216.581612,1959.922595,5138.773329,2801.782407
2006-09-09,2595.299122,6763.719321,3216.675716,1960.300942,5140.361356,2802.296326
2006-09-10,2595.308162,6763.736919,3216.686407,1960.633394,5141.756746,2802.747904
2006-09-11,2595.316814,6763.753761,3216.696638,1960.965091,5143.148968,2803.198457
2006-09-12,2595.456098,6764.024904,3216.861352,1961.291916,5144.52074,2803.642391
2006-09-13,2595.939695,6764.966318,3217.433241,1961.615931,5145.880719,2804.082509
2006-09-14,2596.312994,6765.693017,3217.874695,1961.924011,5147.173818,2804.500984
2006-09-15,2596.744548,6766.533119,3218.38504,1962.216099,5148.399787,2804.897734
2006-09-16,2597.630507,6768.257807,3219.432751,1962.701836,5150.438561,2805.557524
2006-09-17,2598.949977,6770.826407,3220.993122,1963.270432,5152.825112,2806.329863
2006-09-18,2599.896531,6772.669057,3222.112493,1963.674554,5154.521321,2806.878792
2006-09-19,2600.650474,6774.136751,3223.004086,1964.033346,5156.027271,2807.36615
2006-09-20,2600.851424,6774.527938,3223.241724,1964.377155,5157.470331,2807.833155
2006-09-21,2600.932339,6774.755097,3223.370115,1964.697696,5158.815727,2808.268553
2006-09-22,2601.002545,6774.952188,3223.481512,1965.026466,5160.195666,2808.715131
2006-09-23,2601.012571,6774.980335,3223.497421,1965.284055,5161.419857,2809.030256
2006-09-24,2601.030395,6775.030375,3223.525703,1965.512794,5162.506944,2809.310089
2006-09-25,2601.074349,6775.153769,3223.595446,1965.764139,5163.701459,2809.617576
2006-09-26,2601.145787,6775.354321,3223.708799,1966.063369,5165.123555,2809.983645
2006-09-27,2601.232349,6775.597332,3223.84615,1966.354407,5166.506713,2810.339691
2006-09-28,2601.360146,6775.956103,3224.048928,1966.68852,5168.09459,2810.748435
2006-09-29,2601.458207,6776.231394,3224.204524,1966.977403,5169.467506,2811.101845
2006-09-30,2601.526542,6776.423237,3224.312954,1967.279146,5170.901543,2811.470988
2006-10-01,2601.606175,6776.646794,3224.439309,1967.565714,5172.263456,2811.821565
2006-10-02,2601.841288,6777.306841,3224.81237,1967.847905,5173.604572,2812.166789
2006-10-03,2602.025747,6777.824685,3225.105058,1968.121185,5174.903338,2812.501111
2006-10-04,2602.170507,6778.231077,3225.334752,1968.384886,5176.156579,2812.823715
2006-10-05,2602.306649,6778.613275,3225.550772,1968.643803,5177.387082,2813.140465
2006-10-06,2602.434651,6778.972624,3225.753877,1968.892603,5178.569506,2813.444839
2006-10-07,2602.554967,6779.310394,3225.944786,1969.188757,5179.976981,2813.807145
2006-10-08,2602.668027,6779.627794,3226.124182,1969.467644,5181.30239,2814.148326
2006-10-09,2603.058604,6780.598491,3226.551478,1969.752612,5182.656706,2814.496947
2006-10-10,2603.425416,6781.510126,3226.952776,1970.023534,5183.944262,2814.828384
2006-10-11,2603.769808,6782.366041,3227.329546,1970.232868,5184.96355,2815.118566
2006-10-12,2604.093055,6783.169405,3227.683183,1970.447958,5186.010869,2815.416727
2006-10-13,2604.396364,6783.923216,3228.015007,1970.672444,5187.103932,2815.727912
2006-10-14,2604.680877,6784.630313,3228.326268,1970.913087,5188.275673,2816.061496
2006-10-15,2604.972955,6785.356213,3228.645806,1971.260361,5189.966617,2816.542891
2006-10-16,2605.302757,6786.175865,3229.006613,1971.588889,5191.566282,2816.998301
2006-10-17,2605.674969,6787.100921,3229.413818,1971.892619,5193.045203,2817.419336
2006-10-18,2606.094804,6788.144333,3229.873123,1972.186632,5194.476809,2817.8269
2006-10-19,2606.530478,6789.227111,3230.349757,1972.495553,5195.981005,2818.255131
2006-10-20,2606.944802,6790.256826,3230.803033,1972.812093,5197.522304,2818.693924
2006-10-21,2607.338734,6791.235862,3231.234001,1973.136769,5199.103213,2819.143994
2006-10-22,2607.713193,6792.166503,3231.643664,1973.469786,5200.724736,2819.605626
2006-10-23,2608.075477,6793.066884,3232.040008,1973.811658,5202.389379,2820.079534
2006-10-24,2608.430363,6793.948878,3232.428258,1974.162386,5204.097142,2820.565718
2006-10-25,2608.733944,6794.703366,3232.76038,1974.522382,5205.850031,2821.064749
2006-10-26,2609.016675,6795.406035,3233.069692,1974.891851,5207.649049,2821.576912
2006-10-27,2609.237571,6795.955027,3233.311355,1975.270794,5209.494195,2822.102208
2006-10-28,2609.450053,6796.483106,3233.543813,1975.65921,5211.38547,2822.640636
2006-10-29,2609.656517,6796.996231,3233.769688,1976.056997,5213.322373,2823.192054
2006-10-30,2609.833734,6797.436665,3233.963565,1976.464155,5215.304902,2823.756461
2006-10-31,2609.989536,6797.82388,3234.134016,1976.880477,5217.332057,2824.333573
2006-11-01,2610.124725,6798.49628,3234.295409,1976.982389,5220.579214,2824.534325
2006-11-02,2610.253003,6799.462749,3234.461729,1977.086374,5223.8924,2824.73916
2006-11-03,2610.346463,6800.166884,3234.582904,1977.192382,5227.270041,2824.94798
2006-11-04,2610.406475,6800.619023,3234.660713,1977.300289,5230.708208,2825.160541
2006-11-05,2610.465315,6801.062334,3234.737002,1977.409973,5234.202971,2825.376602
2006-11-06,2610.522843,6801.495754,3234.811589,1977.52131,5237.750398,2825.595918
2006-11-07,2610.587456,6801.982563,3234.895364,1977.634225,5241.348133,2825.818345
2006-11-08,2610.643727,6802.406515,3234.968322,1977.748473,5244.988314,2826.043396
2006-11-09,2610.687637,6802.737342,3235.025255,1977.863929,5248.667011,2826.270828
2006-11-10,2610.713058,6802.928861,3235.058213,1977.980373,5252.37715,2826.500204
2006-11-11,2610.742245,6803.148761,3235.096056,1978.097704,5256.115587,2826.731329
2006-11-12,2610.762378,6803.300451,3235.12216,1978.215529,5259.869744,2826.963426
2006-11-13,2610.781583,6803.445137,3235.147059,1978.333946,5263.642767,2827.19669
2006-11-14,2611.077171,6805.672145,3235.530305,1978.452363,5267.41579,2827.429954
2006-11-15,2611.871111,6811.653795,3236.559689,1978.570459,5271.178594,2827.662586
2006-11-16,2612.413342,6815.739033,3237.262718,1978.687519,5274.908384,2827.893177
2006-11-17,2612.68018,6817.749428,3237.608687,1978.802901,5278.584723,2828.120463
2006-11-18,2612.792658,6818.596853,3237.754521,1978.916063,5282.190318,2828.343376
2006-11-19,2612.859514,6819.100557,3237.841203,1979.026463,5285.707876,2828.560845
2006-11-20,2612.916312,6819.528484,3237.914846,1979.133704,5289.12482,2828.772095
2006-11-21,2612.953082,6819.805514,3237.96252,1979.237269,5292.424643,2828.976103
2006-11-22,2612.980666,6820.013331,3237.998283,1979.336863,5295.597912,2829.172288
2006-11-23,2613.013771,6820.262748,3238.041205,1979.432164,5298.634409,2829.360017
2006-11-24,2613.032879,6820.406713,3238.06598,1979.522851,5301.523916,2829.538658
2006-11-25,2613.036168,6820.431496,3238.070245,1979.608802,5304.262502,2829.707968
2006-11-26,2613.036183,6820.431607,3238.070264,1979.689844,5306.844664,2829.867608
2006-11-27,2613.036183,6820.431607,3238.070264,1979.765853,5309.266473,2830.017334
2006-11-28,2613.036183,6820.431607,3238.070264,1979.836829,5311.527929,2830.157147
2006-11-29,2613.036183,6820.431607,3238.070264,1979.902723,5313.627459,2830.286948
2006-11-30,2613.036183,6820.431607,3238.070264,1979.963609,5315.567421,2830.406885
2006-12-01,2613.036183,6820.431607,3238.070264,1980.019561,5317.350175,2830.517102
2006-12-02,2613.036183,6820.431607,3238.070264,1980.070776,5318.982007,2830.617988
2006-12-03,2613.036183,6820.431607,3238.070264,1980.117526,5320.471565,2830.710079
2006-12-04,2613.036183,6820.431607,3238.070264,1980.160033,5321.825923,2830.793811
2006-12-05,2613.036183,6820.431607,3238.070264,1980.198593,5323.054513,2830.869767
2006-12-06,2613.036183,6820.431607,3238.070264,1980.233624,5324.170699,2830.938774
2006-12-07,2613.036183,6820.431607,3238.070264,1980.265547,5325.187843,2831.001658
2006-12-08,2613.036183,6820.431607,3238.070264,1980.294782,5326.119308,2831.059245
2006-12-09,2613.036183,6820.431607,3238.070264,1980.321573,5326.972955,2831.112021
2006-12-10,2613.036183,6820.431607,3238.070264,1980.345849,5327.746424,2831.15984
2006-12-11,2613.036183,6820.431607,3238.070264,1980.367904,5328.44915,2831.203286
2006-12-12,2613.036183,6820.431607,3238.070264,1980.388282,5329.098424,2831.243427
2006-12-13,2613.036183,6820.431607,3238.070264,1980.40782,5329.720973,2831.281915
2006-12-14,2613.036183,6820.431607,3238.070264,1980.427779,5330.356885,2831.32123
2006-12-15,2613.036183,6820.431607,3238.070264,1980.449168,5331.038387,2831.363363
2006-12-16,2613.036183,6820.431607,3238.070264,1980.47258,5331.784345,2831.409481
2006-12-17,2613.036183,6820.431607,3238.070264,1980.488953,5333.201685,2831.447739
2006-12-18,2613.036183,6820.431607,3238.070264,1980.496509,5335.399749,2831.475748
2006-12-19,2613.036183,6820.431607,3238.070264,1980.504648,5337.766895,2831.505911
2006-12-20,2613.036183,6820.431607,3238.070264,1980.513189,5340.251245,2831.537568
2006-12-21,2613.036183,6820.431607,3238.070264,1980.521908,5342.787472,2831.569886
2006-12-22,2613.036183,6820.431607,3238.070264,1980.530628,5345.3237,2831.602204
2006-12-23,2613.036183,6820.431607,3238.070264,1980.539347,5347.859928,2831.634522
2006-12-24,2613.036183,6820.431607,3238.070264,1980.547915,5350.351963,2831.666277
2006-12-25,2613.036183,6820.431607,3238.070264,1980.556462,5352.838235,2831.697959
2006-12-26,2613.036183,6820.431607,3238.070264,1980.564865,5355.282236,2831.729102
2006-12-27,2613.036183,6820.431607,3238.070264,1980.573155,5357.693574,2831.759828
2006-12-28,2613.036183,6820.431607,3238.070264,1980.581306,5360.064562,2831.790041
2006-12-29,2613.036183,6820.431607,3238.070264,1980.589306,5362.391359,2831.81969
2006-12-30,2613.036183,6820.431607,3238.070264,1980.59714,5364.670121,2831.848728
2006-12-31,2613.036183,6820.431607,3238.070264,1980.604796,5366.897005,2831.877104
2007-01-01,2613.036183,6820.431607,3238.070264,1980.612254,5369.066249,2831.904746
2007-01-02,2613.036183,6820.431607,3238.070264,1980.6195,5371.174007,2831.931604
2007-01-03,2613.036183,6820.431607,3238.070264,1980.626548,5373.224125,2831.957728
2007-01-04,2613.036183,6820.431607,3238.070264,1980.633392,5375.214679,2831.983092
2007-01-05,2613.036183,6820.431607,3238.070264,1980.640004,5377.137985,2832.0076
2007-01-06,2613.036183,6820.431607,3238.070264,1980.646412,5379.001728,2832.031349
2007-01-07,2613.036183,6820.431607,3238.070264,1980.652601,5380.802065,2832.05429
2007-01-08,2613.036183,6820.431607,3238.070264,1980.658566,5382.537075,2832.076399
2007-01-09,2613.036183,6820.431607,3238.070264,1980.664333,5384.214444,2832.097773
2007-01-10,2613.036183,6820.431607,3238.070264,1980.669888,5385.830329,2832.118363
2007-01-11,2613.036183,6820.431607,3238.070264,1980.675232,5387.384729,2832.13817
2007-01-12,2613.036183,6820.431607,3238.070264,1980.680391,5388.88533,2832.157292
2007-01-13,2613.036183,6820.431607,3238.070264,1980.685372,5390.334054,2832.175752
2007-01-14,2613.036183,6820.431607,3238.070264,1980.690181,5391.732822,2832.193576
2007-01-15,2613.036183,6820.431607,3238.070264,1980.694831,5393.085477,2832.210813
2007-01-16,2613.036183,6820.431607,3238.070264,1980.699336,5394.395861,2832.22751
2007-01-17,2613.036183,6820.431607,3238.070264,1980.703736,5395.675503,2832.243816
2007-01-18,2613.036183,6820.431607,3238.070264,1980.708016,5396.92056,2832.259681
2007-01-19,2613.036183,6820.431607,3238.070264,1980.712197,5398.136796,2832.275179
2007-01-20,2613.036183,6820.431607,3238.070264,1980.716319,5399.33574,2832.290457
2007-01-21,2613.036183,6820.431607,3238.070264,1980.720303,5400.494335,2832.305221
2007-01-22,2613.036183,6820.431607,3238.070264,1980.724266,5401.647166,2832.319911
2007-01-23,2613.036183,6820.431607,3238.070264,1980.728071,5402.753883,2832.334013
2007-01-24,2613.036183,6820.431607,3238.070264,1980.731876,5403.860601,2832.348115
2007-01-25,2613.036183,6820.431607,3238.070264,1980.735529,5404.923127,2832.361655
2007-01-26,2613.036183,6820.431607,3238.070264,1980.739175,5405.983731,2832.37517
2007-01-27,2613.036183,6820.431607,3238.070264,1980.742689,5407.005907,2832.388195
2007-01-28,2613.036183,6820.431607,3238.070264,1980.746177,5408.020398,2832.401122
2007-01-29,2613.036183,6820.431607,3238.070264,1980.749579,5409.009912,2832.413731
2007-01-30,2613.036183,6820.431607,3238.070264,1980.752908,5409.978289,2832.426071
2007-01-31,2613.036183,6820.431607,3238.070264,1980.756218,5410.940903,2832.438337
2007-02-01,2613.036183,6820.431607,3238.070264,1980.759388,5411.863168,2832.450089
2007-02-02,2613.036183,6820.431607,3238.070264,1980.766088,5412.811285,2832.464545
2007-02-03,2613.036183,6820.431607,3238.070264,1980.772593,5413.73175,2832.47858
2007-02-04,2613.036183,6820.431607,3238.070264,1980.778958,5414.632461,2832.492314
2007-02-05,2613.036183,6820.431607,3238.070264,1980.785323,5415.533173,2832.506048
2007-02-06,2613.036183,6820.431607,3238.070264,1980.791381,5416.39043,2832.519119
2007-02-07,2613.036183,6820.431607,3238.070264,1980.797411,5417.243736,2832.532129
2007-02-08,2613.036183,6820.431607,3238.070264,1980.803385,5418.089141,2832.54502
2007-02-09,2613.036183,6820.431607,3238.070264,1980.809081,5418.895041,2832.557308
2007-02-10,2613.036183,6820.431607,3238.070264,1980.814776,5419.700941,2832.569596
2007-02-11,2613.036183,6820.431607,3238.070264,1980.820345,5420.489064,2832.581613
2007-02-12,2613.036183,6820.431607,3238.070264,1980.825705,5421.247558,2832.593178
2007-02-13,2613.036183,6820.431607,3238.070264,1980.831065,5422.006052,2832.604743
2007-02-14,2613.036183,6820.431607,3238.070264,1980.836216,5422.734918,2832.615857
2007-02-15,2613.036183,6820.431607,3238.070264,1980.841241,5423.446006,2832.626699
2007-02-16,2613.036183,6820.431607,3238.070264,1980.846266,5424.157094,2832.637542
2007-02-17,2613.036183,6820.431607,3238.070264,1980.850984,5424.824727,2832.647721
2007-02-18,2613.036183,6820.431607,3238.070264,1980.855674,5425.48841,2832.657841
2007-02-19,2613.036183,6820.431607,3238.070264,1980.860336,5426.148141,2832.6679
2007-02-20,2613.036183,6820.431607,3238.070264,1980.864691,5426.764418,2832.677297
2007-02-21,2613.036183,6820.431607,3238.070264,1980.869046,5427.380694,2832.686694
2007-02-22,2613.036183,6820.431607,3238.070264,1980.873345,5427.98907,2832.69597
2007-02-23,2613.036183,6820.431607,3238.070264,1980.877429,5428.560985,2832.704151
2007-02-24,2613.036183,6820.431607,3238.070264,1980.881576,5429.135944,2832.711839
2007-02-25,2613.036183,6820.431607,3238.070264,1980.885666,5429.702918,2832.71942
2007-02-26,2613.036183,6820.431607,3238.070264,1980.889467,5430.229964,2832.726467
2007-02-27,2613.036183,6820.431607,3238.070264,1980.893269,5430.757011,2832.733515
2007-02-28,2613.036183,6820.431607,3238.070264,1980.897056,5431.28206,2832.740535
2007-03-01,2613.036183,6820.431607,3238.070264,1980.900512,5431.761193,2832.746942
2007-03-02,2613.036183,6820.431607,3238.070264,1980.903968,5432.240326,2832.753349
2007-03-03,2613.036183,6820.431607,3238.070264,1980.907424,5432.719459,2832.759755
2007-03-04,2613.036183,6820.431607,3238.070264,1980.910578,5433.156667,2832.765601
2007-03-05,2613.036183,6820.431607,3238.070264,1980.913688,5433.587887,2832.771367
2007-03-06,2613.036183,6820.431607,3238.070264,1980.916799,5434.019107,2832.777133
2007-03-07,2613.036183,6820.431607,3238.070264,1980.919635,5434.412395,2832.782392
2007-03-08,2613.036183,6820.431607,3238.070264,1980.9224,5434.795701,2832.787517
2007-03-09,2613.036183,6820.431607,3238.070264,1980.925107,5435.171022,2832.792536
2007-03-10,2613.036183,6820.431607,3238.070264,1980.927527,5435.506415,2832.797021
2007-03-11,2613.036183,6820.431607,3238.070264,1980.929946,5435.841808,2832.801505
2007-03-12,2613.036183,6820.431607,3238.070264,1980.932149,5436.147255,2832.805589
2007-03-13,2613.036183,6820.431607,3238.070264,1980.934223,5436.434735,2832.809433
2007-03-14,2613.036183,6820.431607,3238.070264,1980.936296,5436.722214,2832.813277
2007-03-15,2613.036183,6820.431607,3238.070264,1980.938053,5436.965773,2832.816534
2007-03-16,2613.036183,6820.431607,3238.070264,1980.941395,5437.123413,2832.821588
